OBJECTID,State,Facility_ID,Tank_ID,Tank_Status,Installation_Date,Removal_Date,Capacity,Substances,Tank_Wall_Type,QA
52997,Alaska,AK2826,AK2826_1,Closed,1/1/1957 5:00:00 AM,,5000,Gasoline,,
52998,Alaska,AK3129,AK3129_1,Closed,1/1/1957 5:00:00 AM,,675,Diesel,,
52999,Alaska,AK3512,AK3512_1,Closed,1/1/1957 5:00:00 AM,,20000,Diesel,,
53000,Alaska,AK3512,AK3512_2,Closed,1/1/1957 5:00:00 AM,,20000,Diesel,,
53001,Alaska,AK3512,AK3512_3,Closed,1/1/1957 5:00:00 AM,,500,Diesel,,
53002,Alaska,AK367,AK367_2,Closed,1/1/1957 5:00:00 AM,,4000,Diesel,,
53003,Alaska,AK218,AK218_11,Closed,8/5/1956 4:00:00 AM,,1000,Gasoline,,
53004,Alaska,AK560,AK560_4,Closed,8/1/1956 4:00:00 AM,,1500,Diesel,,
53005,Alaska,AK560,AK560_5,Closed,8/1/1956 4:00:00 AM,,1500,Diesel,,
53006,Alaska,AK44,AK44_6,Closed,6/3/1956 4:00:00 AM,,1000,Gasoline,,
53007,Alaska,AK1378,AK1378_1,Closed,5/13/1956 4:00:00 AM,,1000,Diesel,,
53008,Alaska,AK1378,AK1378_2,Closed,5/13/1956 4:00:00 AM,,1000,Gasoline,,
53009,Alaska,AK596,AK596_4,Closed,5/10/1956 4:00:00 AM,,500,Used Oil,,
53010,Alaska,AK1210,AK1210_6,Closed,5/7/1956 4:00:00 AM,,500,Diesel,,
53011,Alaska,AK1210,AK1210_7,Closed,5/7/1956 4:00:00 AM,,500,Diesel,,
53012,Alaska,AK1210,AK1210_8,Closed,5/7/1956 4:00:00 AM,,5000,Diesel,,
53013,Alaska,AK915,AK915_1,Closed,5/6/1956 4:00:00 AM,,10000,Gasoline,,
53014,Alaska,AK915,AK915_2,Closed,5/6/1956 4:00:00 AM,,2000,Gasoline,,
53015,Alaska,AK915,AK915_3,Closed,5/6/1956 4:00:00 AM,,2000,Gasoline,,
53016,Alaska,AK506,AK506_2,Closed,5/5/1956 4:00:00 AM,,1500,Gasoline,,
53017,Alaska,AK1670,AK1670_1,Closed,4/30/1956 4:00:00 AM,,2000,Diesel,,
53018,Alaska,AK291,AK291_1,Closed,4/30/1956 4:00:00 AM,,5000,Diesel,,
53019,Alaska,AK730,AK730_1,Closed,4/29/1956 4:00:00 AM,,3760,Diesel,,
53020,Alaska,AK730,AK730_2,Closed,4/29/1956 4:00:00 AM,,4000,Gasoline,,
53021,Alaska,AK318,AK318_1,Closed,4/20/1956 4:00:00 AM,,7200,Gasoline,,
53022,Alaska,AK318,AK318_2,Closed,4/20/1956 4:00:00 AM,,7200,Gasoline,,
53023,Alaska,AK371,AK371_1,Closed,4/14/1956 4:00:00 AM,,7000,Diesel,,
53024,Alaska,AK795,AK795_1,Closed,4/1/1956 5:00:00 AM,,1000,Gasoline,,
53025,Alaska,AK885,AK885_2,Closed,2/25/1956 5:00:00 AM,,500,Gasoline,,
53026,Alaska,AK540,AK540_40,Closed,2/3/1956 5:00:00 AM,,500,Gasoline,,
53027,Alaska,AK1021,AK1021_1,Closed,1/1/1956 5:00:00 AM,,1000,Gasoline,,
53028,Alaska,AK1029,AK1029_1,Closed,1/1/1956 5:00:00 AM,,5000,Diesel,,
53029,Alaska,AK1029,AK1029_2,Closed,1/1/1956 5:00:00 AM,,5000,Diesel,,
53030,Alaska,AK204,AK204_1,Closed,1/1/1956 5:00:00 AM,,1500,Gasoline,,
53031,Alaska,AK204,AK204_2,Closed,1/1/1956 5:00:00 AM,,1500,Gasoline,,
53032,Alaska,AK2193,AK2193_1,Closed,1/1/1956 5:00:00 AM,,5000,Diesel,,
53033,Alaska,AK2193,AK2193_3,Closed,1/1/1956 5:00:00 AM,,500,Diesel,,
53034,Alaska,AK247,AK247_1,Closed,1/1/1956 5:00:00 AM,,6000,Diesel,,
53035,Alaska,AK495,AK495_1,Closed,1/1/1956 5:00:00 AM,,1000,Diesel,,
53036,Alaska,AK885,AK885_3,Closed,1/1/1956 5:00:00 AM,,1000,Diesel,,
53037,Alaska,AK263,AK263_2,Closed,6/8/1955 4:00:00 AM,,3950,Gasoline,,
53038,Alaska,AK263,AK263_3,Closed,6/8/1955 4:00:00 AM,,5875,Gasoline,,
53039,Alaska,AK1686,AK1686_3,Closed,5/8/1955 4:00:00 AM,,5000,Gasoline,,
53040,Alaska,AK360,AK360_3,Closed,3/16/1955 5:00:00 AM,,325,Diesel,,
53041,Alaska,AK128,AK128_5,Closed,1/1/1955 5:00:00 AM,,550,Gasoline,,
53042,Alaska,AK2645,AK2645_1,Closed,1/1/1955 5:00:00 AM,,2000,Gasoline,,
53043,Alaska,AK2645,AK2645_2,Closed,1/1/1955 5:00:00 AM,,2000,Gasoline,,
53044,Alaska,AK2645,AK2645_3,Closed,1/1/1955 5:00:00 AM,,2000,Gasoline,,
53045,Alaska,AK2645,AK2645_4,Closed,1/1/1955 5:00:00 AM,,1000,Gasoline,,
53046,Alaska,AK2919,AK2919_6,Closed,1/1/1955 5:00:00 AM,,500,Gasoline,,
53047,Alaska,AK3604,AK3604_1,Closed,1/1/1955 5:00:00 AM,,1000,Gasoline,,
53048,Alaska,AK425,AK425_10,Closed,1/1/1955 5:00:00 AM,,1000,Gasoline,,
53049,Alaska,AK425,AK425_9,Closed,1/1/1955 5:00:00 AM,,500,Diesel,,
53050,Alaska,AK994,AK994_4,Closed,1/1/1955 5:00:00 AM,,500,Diesel,,
53051,Alaska,AK994,AK994_5,Closed,1/1/1955 5:00:00 AM,,1000,Diesel,,
53052,Alaska,AK2024,AK2024_1,Closed,12/1/1954 5:00:00 AM,,300,Gasoline,,
53053,Alaska,AK2026,AK2026_1,Closed,12/1/1954 5:00:00 AM,,500,Gasoline,,
53054,Alaska,AK2027,AK2027_1,Closed,12/1/1954 5:00:00 AM,,300,Gasoline,,
53055,Alaska,AK356,AK356_1,Closed,12/1/1954 5:00:00 AM,,300,Gasoline,,
53056,Alaska,AK2022,AK2022_1,Closed,8/1/1954 4:00:00 AM,,300,Gasoline,,
53057,Alaska,AK2028,AK2028_1,Closed,8/1/1954 4:00:00 AM,,300,Gasoline,,
53058,Alaska,AK1686,AK1686_12,Closed,5/7/1954 4:00:00 AM,,1000,Diesel,,
53059,Alaska,AK1686,AK1686_4,Closed,5/7/1954 4:00:00 AM,,5288,Diesel,,
53060,Alaska,AK1686,AK1686_5,Closed,5/7/1954 4:00:00 AM,,5288,Diesel,,
53061,Alaska,AK1613,AK1613_1,Closed,4/2/1954 5:00:00 AM,,850,Gasoline,,
53062,Alaska,AK1576,AK1576_2,Closed,3/19/1954 5:00:00 AM,,1000,Gasoline,,
53063,Alaska,AK2281,AK2281_1,Closed,1/1/1954 5:00:00 AM,,2500,Diesel,,
53064,Alaska,AK2854,AK2854_1,Closed,1/1/1954 5:00:00 AM,,5000,Gasoline,,
53065,Alaska,AK2919,AK2919_1,Closed,1/1/1954 5:00:00 AM,,1500,Diesel,,
53066,Alaska,AK2932,AK2932_3,Closed,1/1/1954 5:00:00 AM,,10000,Diesel,,
53067,Alaska,AK364,AK364_1,Closed,1/1/1954 5:00:00 AM,,10000,Diesel,,
53068,Alaska,AK73,AK73_6,Closed,6/15/1953 4:00:00 AM,,2500,Diesel,,
53069,Alaska,AK2306,AK2306_1,Closed,6/1/1953 4:00:00 AM,,675,Diesel,,
53070,Alaska,AK1686,AK1686_1,Closed,5/7/1953 4:00:00 AM,,5000,Diesel,,
53071,Alaska,AK1686,AK1686_10,Closed,5/7/1953 4:00:00 AM,,500,Gasoline,,
53072,Alaska,AK1686,AK1686_2,Closed,5/7/1953 4:00:00 AM,,5000,Diesel,,
53073,Alaska,AK1686,AK1686_6,Closed,5/7/1953 4:00:00 AM,,3000,Diesel,,
53074,Alaska,AK1686,AK1686_9,Closed,5/7/1953 4:00:00 AM,,500,Gasoline,,
53075,Alaska,AK295,AK295_1,Closed,4/30/1953 4:00:00 AM,,1000,Gasoline,,
53076,Alaska,AK295,AK295_2,Closed,4/30/1953 4:00:00 AM,,6000,Gasoline,,
53077,Alaska,AK295,AK295_3,Closed,4/30/1953 4:00:00 AM,,6000,Diesel,,
53078,Alaska,AK774,AK774_1,Closed,4/30/1953 4:00:00 AM,,6000,Diesel,,
53079,Alaska,AK774,AK774_2,Closed,4/30/1953 4:00:00 AM,,6000,Diesel,,
53080,Alaska,AK998,AK998_34,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53081,Alaska,AK998,AK998_35,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53082,Alaska,AK998,AK998_36,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53083,Alaska,AK998,AK998_37,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53084,Alaska,AK998,AK998_38,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53085,Alaska,AK998,AK998_39,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53086,Alaska,AK998,AK998_40,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53087,Alaska,AK998,AK998_41,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53088,Alaska,AK998,AK998_42,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53089,Alaska,AK998,AK998_43,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53090,Alaska,AK998,AK998_44,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53091,Alaska,AK998,AK998_45,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53092,Alaska,AK998,AK998_46,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53093,Alaska,AK998,AK998_47,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53094,Alaska,AK998,AK998_48,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53095,Alaska,AK998,AK998_49,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53096,Alaska,AK998,AK998_50,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53097,Alaska,AK998,AK998_51,Closed,4/9/1953 4:00:00 AM,,23352,Used Oil,,
53098,Alaska,AK2418,AK2418_1,Closed,1/1/1953 5:00:00 AM,,2000,Diesel,,
53099,Alaska,AK3614,AK3614_1,Closed,1/1/1953 5:00:00 AM,,2500,Gasoline,,
53100,Alaska,AK998,AK998_61,Closed,1/1/1953 5:00:00 AM,,8000,Diesel,,
53101,Alaska,AK998,AK998_62,Closed,1/1/1953 5:00:00 AM,,8000,Diesel,,
53102,Alaska,AK998,AK998_63,Closed,1/1/1953 5:00:00 AM,,8000,Diesel,,
53103,Alaska,AK998,AK998_64,Closed,1/1/1953 5:00:00 AM,,8000,Diesel,,
53104,Alaska,AK998,AK998_65,Closed,1/1/1953 5:00:00 AM,,8000,Diesel,,
53105,Alaska,AK657,AK657_2,Closed,4/30/1952 4:00:00 AM,,6000,Gasoline,,
53106,Alaska,AK661,AK661_1,Closed,4/30/1952 4:00:00 AM,,10000,Diesel,,
53107,Alaska,AK838,AK838_3,Closed,4/9/1952 4:00:00 AM,,1000,Gasoline,,
53108,Alaska,AK838,AK838_4,Closed,4/9/1952 4:00:00 AM,,500,Kerosene,,
53109,Alaska,AK540,AK540_4,Closed,2/3/1952 5:00:00 AM,,10000,Diesel,,
53110,Alaska,AK104,AK104_114,Closed,1/1/1952 5:00:00 AM,,6000,Diesel,,
53111,Alaska,AK1226,AK1226_2,Closed,1/1/1952 5:00:00 AM,,1000,Diesel,,
53112,Alaska,AK2497,AK2497_1,Closed,1/1/1952 5:00:00 AM,,2000,Gasoline,,
53113,Alaska,AK2912,AK2912_1,Closed,1/1/1952 5:00:00 AM,,150,Diesel,,
53114,Alaska,AK76,AK76_1,Closed,1/1/1952 5:00:00 AM,,4000,Gasoline,,
53115,Alaska,AK76,AK76_2,Closed,1/1/1952 5:00:00 AM,,4000,Gasoline,,
53116,Alaska,AK76,AK76_3,Closed,1/1/1952 5:00:00 AM,,4000,Gasoline,,
53117,Alaska,AK76,AK76_4,Closed,1/1/1952 5:00:00 AM,,4000,Gasoline,,
53118,Alaska,AK76,AK76_5,Closed,1/1/1952 5:00:00 AM,,6000,Gasoline,,
53119,Alaska,AK76,AK76_6,Closed,1/1/1952 5:00:00 AM,,1000,Diesel,,
53120,Alaska,AK76,AK76_7,Closed,1/1/1952 5:00:00 AM,,500,Used Oil,,
53121,Alaska,AK1499,AK1499_1,Closed,6/20/1951 4:00:00 AM,,500,Gasoline,,
53122,Alaska,AK1460,AK1460_3,Closed,5/1/1951 4:00:00 AM,,2000,Gasoline,,
53123,Alaska,AK1460,AK1460_4,Closed,5/1/1951 4:00:00 AM,,2000,Gasoline,,
53124,Alaska,AK1460,AK1460_5,Closed,5/1/1951 4:00:00 AM,,500,Used Oil,,
53125,Alaska,AK295,AK295_4,Closed,5/1/1951 4:00:00 AM,,500,Gasoline,,
53126,Alaska,AK657,AK657_1,Closed,5/1/1951 4:00:00 AM,,300,Gasoline,,
53127,Alaska,AK657,AK657_3,Closed,5/1/1951 4:00:00 AM,,10000,Diesel,,
53128,Alaska,AK1312,AK1312_1,Closed,4/26/1951 4:00:00 AM,,550,Gasoline,,
53129,Alaska,AK849,AK849_1,Closed,4/21/1951 4:00:00 AM,,3000,Diesel,,
53130,Alaska,AK849,AK849_2,Closed,4/21/1951 4:00:00 AM,,500,Diesel,,
53131,Alaska,AK993,AK993_1,Closed,4/2/1951 4:00:00 AM,,20000,Gasoline,,
53132,Alaska,AK2823,AK2823_1,Closed,1/1/1951 5:00:00 AM,,500,Used Oil,,
53133,Alaska,AK2823,AK2823_3,Closed,1/1/1951 5:00:00 AM,,500,Gasoline,,
53134,Alaska,AK354,AK354_1,Closed,1/1/1951 5:00:00 AM,,2500,Diesel,,
53135,Alaska,AK838,AK838_2,Closed,4/9/1950 4:00:00 AM,,1000,Gasoline,,
53136,Alaska,AK1576,AK1576_1,Closed,3/19/1950 5:00:00 AM,,1000,Gasoline,,
53137,Alaska,AK104,AK104_150,Closed,1/1/1950 5:00:00 AM,,25000,Diesel,,
53138,Alaska,AK104,AK104_151,Closed,1/1/1950 5:00:00 AM,,25000,Diesel,,
53139,Alaska,AK1247,AK1247_6,Closed,1/1/1950 5:00:00 AM,,6800,Diesel,,
53140,Alaska,AK1697,AK1697_3,Closed,1/1/1950 5:00:00 AM,,500,Gasoline,,
53141,Alaska,AK2235,AK2235_5,Closed,1/1/1950 5:00:00 AM,,500,Diesel,,
53142,Alaska,AK2235,AK2235_8,Closed,1/1/1950 5:00:00 AM,,3000,Diesel,,
53143,Alaska,AK2497,AK2497_2,Closed,1/1/1950 5:00:00 AM,,2000,Gasoline,,
53144,Alaska,AK1697,AK1697_6,Closed,1/1/1948 5:00:00 AM,,2200,Gasoline,,
53145,Alaska,AK2271,AK2271_1,Closed,1/1/1948 5:00:00 AM,,500,Diesel,,
53146,Alaska,AK114,AK114_1,Closed,1/1/1947 5:00:00 AM,,300,Diesel,,
53147,Alaska,AK596,AK596_1,Closed,5/10/1946 4:00:00 AM,,6000,Gasoline,,
53148,Alaska,AK596,AK596_2,Closed,5/10/1946 4:00:00 AM,,6000,Gasoline,,
53149,Alaska,AK599,AK599_4,Closed,5/6/1946 4:00:00 AM,,3000,Diesel,,
53150,Alaska,AK599,AK599_5,Closed,5/6/1946 4:00:00 AM,,3000,Gasoline,,
53151,Alaska,AK599,AK599_8,Closed,5/6/1946 4:00:00 AM,,3000,Gasoline,,
53152,Alaska,AK998,AK998_84,Closed,4/9/1946 4:00:00 AM,,5700,Gasoline,,
53153,Alaska,AK2363,AK2363_1,Closed,1/1/1945 5:00:00 AM,,5000,Diesel,,
53154,Alaska,AK2363,AK2363_2,Closed,1/1/1945 5:00:00 AM,,5000,Gasoline,,
53155,Alaska,AK2363,AK2363_3,Closed,1/1/1945 5:00:00 AM,,1000,Diesel,,
53156,Alaska,AK2363,AK2363_4,Closed,1/1/1945 5:00:00 AM,,1000,Diesel,,
53157,Alaska,AK104,AK104_1,Closed,1/1/1944 5:00:00 AM,,420000,Diesel,,
53158,Alaska,AK104,AK104_157,Closed,1/1/1944 5:00:00 AM,,500,Diesel,,
53159,Alaska,AK104,AK104_158,Closed,1/1/1944 5:00:00 AM,,500,Diesel,,
53160,Alaska,AK104,AK104_159,Closed,1/1/1944 5:00:00 AM,,1300,Other,,
53161,Alaska,AK104,AK104_160,Closed,1/1/1944 5:00:00 AM,,1300,Other,,
53162,Alaska,AK104,AK104_161,Closed,1/1/1944 5:00:00 AM,,1300,Other,,
53163,Alaska,AK104,AK104_31,Closed,1/1/1944 5:00:00 AM,,420000,Diesel,,
53164,Alaska,AK838,AK838_1,Closed,4/10/1943 4:00:00 AM,,6000,Gasoline,,
53165,Alaska,AK1659,AK1659_1,Closed,4/11/1942 4:00:00 AM,,24192,Hazardous Substance,,
53166,Alaska,AK1659,AK1659_2,Closed,4/11/1942 4:00:00 AM,,24192,Hazardous Substance,,
53167,Alaska,AK1659,AK1659_3,Closed,4/11/1942 4:00:00 AM,,24192,Hazardous Substance,,
53168,Alaska,AK1659,AK1659_4,Closed,4/11/1942 4:00:00 AM,,24192,Hazardous Substance,,
53169,Alaska,AK1659,AK1659_5,Closed,4/11/1942 4:00:00 AM,,24192,Hazardous Substance,,
53170,Alaska,AK1659,AK1659_6,Closed,4/11/1942 4:00:00 AM,,24192,Diesel,,
53171,Alaska,AK1659,AK1659_7,Closed,4/11/1942 4:00:00 AM,,24192,Diesel,,
53172,Alaska,AK1659,AK1659_8,Closed,4/11/1942 4:00:00 AM,,24192,Diesel,,
53173,Alaska,AK998,AK998_21,Closed,4/9/1942 4:00:00 AM,,556584,Unknown,,
53174,Alaska,AK919,AK919_2,Closed,3/7/1942 5:00:00 AM,,556584,Diesel,,
53175,Alaska,AK2126,AK2126_1,Closed,1/1/1942 5:00:00 AM,,350,Diesel,,
53176,Alaska,AK2126,AK2126_2,Closed,1/1/1942 5:00:00 AM,,500,Diesel,,
53177,Alaska,AK3306,AK3306_1,Closed,1/1/1942 5:00:00 AM,,25000,Other,,
53178,Alaska,AK3306,AK3306_2,Closed,1/1/1942 5:00:00 AM,,25000,Unknown,,
53179,Alaska,AK3306,AK3306_3,Closed,1/1/1942 5:00:00 AM,,25000,Other,,
53180,Alaska,AK3306,AK3306_4,Closed,1/1/1942 5:00:00 AM,,25000,Other,,
53181,Alaska,AK104,AK104_108,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53182,Alaska,AK104,AK104_109,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53183,Alaska,AK104,AK104_112,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53184,Alaska,AK104,AK104_113,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53185,Alaska,AK104,AK104_125,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53186,Alaska,AK104,AK104_126,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53187,Alaska,AK104,AK104_127,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53188,Alaska,AK104,AK104_128,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53189,Alaska,AK104,AK104_15,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53190,Alaska,AK104,AK104_152,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53191,Alaska,AK104,AK104_153,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53192,Alaska,AK104,AK104_154,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53193,Alaska,AK104,AK104_156,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53194,Alaska,AK104,AK104_16,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53195,Alaska,AK104,AK104_28,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53196,Alaska,AK104,AK104_29,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53197,Alaska,AK104,AK104_34,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53198,Alaska,AK104,AK104_35,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53199,Alaska,AK104,AK104_5,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53200,Alaska,AK104,AK104_53,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53201,Alaska,AK104,AK104_54,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53202,Alaska,AK104,AK104_58,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53203,Alaska,AK104,AK104_59,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53204,Alaska,AK104,AK104_6,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53205,Alaska,AK104,AK104_68,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53206,Alaska,AK104,AK104_69,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53207,Alaska,AK104,AK104_75,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53208,Alaska,AK104,AK104_76,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53209,Alaska,AK104,AK104_87,Closed,1/1/1940 5:00:00 AM,,23800,Gasoline,,
53210,Alaska,AK241,AK241_1,Closed,1/1/1940 5:00:00 AM,,550,Diesel,,
53211,Alaska,AK2712,AK2712_1,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53212,Alaska,AK2712,AK2712_18,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53213,Alaska,AK2712,AK2712_19,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53214,Alaska,AK2712,AK2712_2,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53215,Alaska,AK2712,AK2712_20,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53216,Alaska,AK2712,AK2712_21,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53217,Alaska,AK2712,AK2712_22,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53218,Alaska,AK2712,AK2712_23,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53219,Alaska,AK2712,AK2712_24,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53220,Alaska,AK2712,AK2712_25,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53221,Alaska,AK2712,AK2712_26,Closed,1/1/1940 5:00:00 AM,,,Diesel,,
53222,Alaska,AK2712,AK2712_3,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53223,Alaska,AK2712,AK2712_4,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53224,Alaska,AK2712,AK2712_5,Closed,1/1/1940 5:00:00 AM,,25000,Diesel,,
53225,Alaska,AK2712,AK2712_6,Closed,1/1/1940 5:00:00 AM,,5000,Gasoline,,
53226,Alaska,AK2712,AK2712_7,Closed,1/1/1940 5:00:00 AM,,5000,Diesel,,
53227,Alaska,AK3540,AK3540_1,Closed,1/1/1940 5:00:00 AM,,11000,Gasoline,,
53228,Alaska,AK3540,AK3540_2,Closed,1/1/1940 5:00:00 AM,,10000,Diesel,,
53229,Alaska,AK1584,AK1584_1,Closed,5/8/1936 4:00:00 AM,,1000,Gasoline,,
53230,Alaska,AK1584,AK1584_2,Closed,5/8/1936 4:00:00 AM,,1000,Gasoline,,
53231,Alaska,AK1571,AK1571_4,Closed,3/19/1936 5:00:00 AM,,10000,Diesel,,
53232,Alaska,AK1571,AK1571_5,Closed,3/19/1936 5:00:00 AM,,10000,Gasoline,,
53233,Alaska,AK2878,AK2878_1,Closed,1/1/1935 5:00:00 AM,,500,Gasoline,,
53234,Alaska,AK1009,AK1009_1,Closed,,,300,Used Oil,,
53235,Alaska,AK1009,AK1009_2,Closed,,,5500,Gasoline,,
53236,Alaska,AK1009,AK1009_3,Closed,,,1100,Gasoline,,
53237,Alaska,AK1009,AK1009_4,Closed,,,2200,Used Oil,,
53238,Alaska,AK1009,AK1009_5,Closed,,,2000,Used Oil,,
53239,Alaska,AK1009,AK1009_6,Closed,,,5500,Used Oil,,
53240,Alaska,AK1013,AK1013_1,Closed,,,500,Gasoline,,
53241,Alaska,AK1015,AK1015_1,Closed,,,500,Gasoline,,
53242,Alaska,AK1015,AK1015_2,Closed,,,500,Gasoline,,
53243,Alaska,AK104,AK104_10,Closed,,,600,Used Oil,,
53244,Alaska,AK104,AK104_103,Closed,,,600,Diesel,,
53245,Alaska,AK104,AK104_104,Closed,,,600,Diesel,,
53246,Alaska,AK104,AK104_105,Closed,,,500,Used Oil,,
53247,Alaska,AK104,AK104_106,Closed,,,500,Used Oil,,
53248,Alaska,AK104,AK104_107,Closed,,,8000,Diesel,,
53249,Alaska,AK104,AK104_110,Closed,,,13000,Diesel,,
53250,Alaska,AK104,AK104_111,Closed,,,13000,Diesel,,
53251,Alaska,AK104,AK104_115,Closed,,,500,Gasoline,,
53252,Alaska,AK104,AK104_116,Closed,,,500,Diesel,,
53253,Alaska,AK104,AK104_123,Closed,,,550,Diesel,,
53254,Alaska,AK104,AK104_129,Closed,,,300,Used Oil,,
53255,Alaska,AK104,AK104_130,Closed,,,2000,Gasoline,,
53256,Alaska,AK104,AK104_137,Closed,,,300,Used Oil,,
53257,Alaska,AK104,AK104_140,Closed,,,500,Used Oil,,
53258,Alaska,AK104,AK104_143,Closed,,,22000,Diesel,,
53259,Alaska,AK104,AK104_164,Closed,,,150,Used Oil,,
53260,Alaska,AK104,AK104_165,Closed,,,275,Used Oil,,
53261,Alaska,AK104,AK104_166,Closed,,,1800,Diesel,,
53262,Alaska,AK104,AK104_167,Closed,,,500,Diesel,,
53263,Alaska,AK104,AK104_18,Closed,,,300,Used Oil,,
53264,Alaska,AK104,AK104_19,Closed,,,500,Kerosene,,
53265,Alaska,AK104,AK104_22,Closed,,,1500,Kerosene,,
53266,Alaska,AK104,AK104_23,Closed,,,500,Diesel,,
53267,Alaska,AK104,AK104_33,Closed,,,20000,Diesel,,
53268,Alaska,AK104,AK104_36,Closed,,,800,Used Oil,,
53269,Alaska,AK104,AK104_37,Closed,,,1300,Diesel,,
53270,Alaska,AK104,AK104_38,Closed,,,1300,Diesel,,
53271,Alaska,AK104,AK104_39,Closed,,,1300,Diesel,,
53272,Alaska,AK104,AK104_40,Closed,,,1000,Diesel,,
53273,Alaska,AK104,AK104_41,Closed,,,1000,Diesel,,
53274,Alaska,AK104,AK104_42,Closed,,,1000,Diesel,,
53275,Alaska,AK104,AK104_43,Closed,,,1000,Diesel,,
53276,Alaska,AK104,AK104_45,Closed,,,10300,Diesel,,
53277,Alaska,AK104,AK104_46,Closed,,,10300,Diesel,,
53278,Alaska,AK104,AK104_47,Closed,,,10300,Diesel,,
53279,Alaska,AK104,AK104_48,Closed,,,500,Used Oil,,
53280,Alaska,AK104,AK104_50,Closed,,,1000,Diesel,,
53281,Alaska,AK104,AK104_51,Closed,,,22000,Diesel,,
53282,Alaska,AK104,AK104_55,Closed,,,500,Diesel,,
53283,Alaska,AK104,AK104_56,Closed,,,500,Used Oil,,
53284,Alaska,AK104,AK104_57,Closed,,,500,Diesel,,
53285,Alaska,AK104,AK104_61,Closed,,,1000,Diesel,,
53286,Alaska,AK104,AK104_62,Closed,,,500,Diesel,,
53287,Alaska,AK104,AK104_63,Closed,,,12500,Diesel,,
53288,Alaska,AK104,AK104_65,Closed,,,300,Diesel,,
53289,Alaska,AK104,AK104_66,Closed,,,600,Used Oil,,
53290,Alaska,AK104,AK104_67,Closed,,,7500,Diesel,,
53291,Alaska,AK104,AK104_71,Closed,,,10000,Diesel,,
53292,Alaska,AK104,AK104_72,Closed,,,10000,Diesel,,
